GSM947269	GSM947270	GSM947271	GSM947272	GSM947273	GSM947274	GSM947275	GSM947276	GSM947277	GSM947278	GSM947279	GSM947280	GSM947281	GSM947282	GSM947283	GSM947284	GSM947285	GSM947286	GSM947287	GSM947288	GSM947289	GSM947290	GSM947291	GSM947292	GSM947293	GSM947294	GSM947295	GSM947296	GSM947297	GSM947298	GSM947299	GSM947300	GSM947301	GSM947302	GSM947303	GSM947304	GSM947305	GSM947306	GSM947307	GSM947308	GSM947309	GSM947310	GSM947311	GSM947312	GSM947313
FGF18-13604	28.8553	14.2219	77.8274	124.315	124.478	56.4901	86.5059	182.823	24.4576	74.2577	107.334	151.479	86.0569	57.2497	11.1012	87.0315	87.3187	263.372	489.697	589.474	88.3989	31.3474	76.2885	238.715	105.376	173.942	114.262	77.8024	21.4736	443.038	14.5473	152.129	18.6436	16.6519	29.2445	637.738	675.658	292.527	478.064	956.956	356.749	346.172	282.514	324.182	713.536
DOCK9-DT-35759	420.72	759.403	661.091	128.825	469.346	1158.29	436.763	560.087	771.492	394.809	235.48	1052.43	358.112	530.53	764.086	55.2908	257.59	327.842	507.333	493.006	347.372	26.4455	529.779	782.804	307.162	876.643	461.321	408.402	742.57	757.5	1040.43	891.143	1652.5	1036.47	1307.59	605.652	1128.06	1003.85	283.95	973.596	809.12	583.096	666.459	491.981	1334.15
IPCEF1-21025	459.881	603.904	643.002	308.291	564.714	1111.58	565.8	251.752	288.237	336.549	183.435	593.446	237.67	267.18	487.609	131.349	300.104	74.6911	373.752	229.627	693.026	348.658	827.521	1612.9	67.1299	712.553	736.02	272.928	207.278	507.061	112.927	651.078	200.419	1434.19	457.15	334.303	1163.89	305.275	916.556	691	187.388	608.715	324.582	624.175	1739.05
SFPQ-8221	203.122	201.003	660.592	473.472	618.877	484.507	584.275	677.736	310.166	729.694	436.37	151.377	274.041	1144.01	536.959	392.809	257.414	821.612	889.455	451.499	611.907	447.104	845.638	40.2733	817.979	360.169	155.783	959.234	315.285	85.0614	1054.5	465.17	540.461	347.715	189.444	712.505	835.551	1350.93	1114.47	1110.49	852.02	973.134	1398.92	1558.98	473.499
EXOSC10-3889	162.271	33.4083	149.42	351.023	368.218	274.224	26.3139	173.022	312.554	16.4275	109.074	224.691	22.7861	189.074	81.0497	22.5206	79.6661	206.389	89.0415	419.698	38.1884	35.7438	42.7001	107.205	219.488	217.315	366.264	44.5128	119.88	166.008	164.984	162.864	331.417	191.217	111.297	654.846	287.077	429.633	116.174	708.243	208.014	477.455	579.177	118.855	934.804
LOC284600-3916	102.21	272.041	294.414	380.217	209.51	234.625	155.694	133.025	221.28	90.4453	54.8022	42.1515	95.3988	223.808	151.522	57.4335	126.758	43.9224	150.161	449.931	7.90164	280.864	1106.32	554.798	155.963	221.471	725.737	206.339	394.335	627.519	88.2975	155.66	161.981	74.0564	335.887	216.303	231.739	163.242	65.4749	144.728	80.0761	63.6144	266.953	227.833	172.211
CP-32368	8.0516	17.8475	59.8939	9.86962	63.5439	63.0751	3.06422	78.0297	57.8592	65.4882	65.1924	467.986	1792.38	239.388	166.221	63.4775	132.962	126.209	134.667	227.755	415.272	34.7948	305.019	779.14	287.724	258.52	2167.23	2240.33	364.636	4973.66	2723.34	2466.17	6448.88	852.138	4993.14	848.802	1058.36	212.205	517.408	932.614	8089.35	727.458	1599.21	908.345	1559.98
GABRB3-6798	9.88867	23.6726	22.7507	24.6769	25.4729	162.83	139.811	109.61	15.6771	15.6989	7.29158	35.2161	12.0513	66.0948	63.0581	5.08377	51.6814	50.3189	56.3269	72.3658	45.3798	6.99145	31.2208	74.134	169.679	213.773	58.3151	191.304	59.0796	23.3635	23.8859	44.3255	144.026	29.9328	26.2068	218.145	123.881	70.1267	531.038	151.816	49.0905	124.332	174.121	523.497	320.118
LHFPL3-AS2-41477	141.405	163.969	130.916	64.566	227.861	157.854	22.6732	77.6583	193.697	141.231	18.51	295.721	67.6789	111.195	359.864	170.517	70.7686	136.82	223.897	483.551	88.3353	17.9186	144.552	339.914	974.111	48.4207	368.995	421.634	383.855	250.599	16.6138	102.051	335.794	401.558	129.753	478.734	543.217	320.804	394.109	427.645	216.277	252.763	270.434	314.8	674.036
AMBN-26535	39.3601	28.4869	72.9477	41.2148	29.3093	54.6368	83.4445	32.6296	48.1822	15.1117	11.684	44.9525	17.7121	22.5077	13.7851	5.2822	9.60901	60.5271	47.171	37.1108	6.80753	53.3197	217.253	64.4845	108.009	76.2787	27.2535	89.2009	17.7245	33.0644	27.6262	69.4738	100.94	79.1116	32.9106	117.857	253.456	352.563	147.975	98.3345	11.6615	51.2621	55.1657	66.5604	241.041
KPNA1-8695	476.446	439.563	652.434	959.989	614.969	905.983	701.453	1077.79	1384.84	790.036	593.949	1591.18	964.959	634.087	856.126	495.368	357.062	656.415	971.898	832.503	900.529	2151.56	1250.3	2446.72	1157.18	631.297	2027.74	2214.53	6816.27	2354.22	5049.96	2410.78	1138.81	1540.08	1388.32	1908.35	2909.52	3381.27	2866.29	2177.22	1763.97	3188.88	3266.32	3945.01	3330.69
PRPF31-20679	16.8801	10.1393	9.75389	20.189	25.1373	30.5036	16.8971	16.256	24.7173	16.7014	17.4312	17.2332	15.1483	126.094	9.72892	9.99676	13.6478	53.0235	220.581	436.254	15.3686	88.9451	145.521	43.1321	183.753	196.406	43.3254	15.1968	30.4572	38.2409	32.7954	24.562	25.2764	21.6378	21.5687	285.88	442.081	185.917	154.337	230.11	145.516	100.389	236.174	306.359	51.6682
SLC26A6-36957	444.465	398.18	516.618	329.569	382.629	682.021	479.022	363.636	292.562	143.563	176.174	582.832	405.857	274.929	589.828	294.763	275.812	143.296	394.144	578.278	335.77	890.2	581.808	512.961	964.756	212.828	979.019	476.048	703.147	766.786	131.304	274.694	399.678	155.691	353.072	81.3166	351.403	436.147	416.843	430.696	311.636	135.25	282.236	513.496	401.864
CLEC2D-33470	13.2979	17.184	7.81692	4.74154	35.8245	10.8626	33.3848	48.2376	81.5654	41.3779	57.8392	69.693	121.796	69.0656	135.232	47.3589	108.877	40.9227	42.068	257.81	10.528	5.76464	408.459	35.543	402.456	97.3078	142.869	134.858	4.27053	170.868	39.4944	13.1166	64.2101	30.7515	26.0537	65.742	146.869	25.9154	140.66	34.312	88.177	178.617	189.588	97.9678	150.33
SCLT1-6725	106.719	33.5002	29.6097	58.1083	19.7031	95.5982	7.53258	19.0947	322.121	13.7649	120.596	14.3328	59.964	119.942	87.0859	42.1525	31.5862	54.519	51.8292	19.5943	65.4598	139.546	211.063	146.882	35.4287	85.7799	30.8821	155.238	13.8571	32.105	10.7591	136.853	166.479	19.9472	10.2789	36.4359	60.5837	191.4	131.912	227.46	213.398	67.7321	572.579	178.678	315.998
FMO5-6797	105.534	183.638	70.8319	264.747	22.2123	261.655	116.559	83.1211	48.3174	59.9832	90.0924	19.3071	100.879	45.1714	24.2047	33.3658	57.8932	42.419	15.7389	132.652	68.3269	60.229	225.14	16.5071	216.067	30.6923	263.753	60.2167	233.545	418.897	43.4951	195.775	314.97	129.032	190.989	10.4563	28.9636	86.4809	286.059	97.791	18.1681	139.142	309.872	72.3742	24.651
TAF9B-33522	204.922	166.781	330.879	616.098	484.388	395.539	412.464	393.828	390.702	368.717	545.575	763.556	828.563	315.219	657.969	605.517	365.642	606.054	258.562	638.484	455.673	425.074	39.0154	348.495	1080.43	526.138	464.461	445.293	534.78	83.1484	317.994	376.604	1117.47	814.591	421.277	528.276	162.501	320.754	178.287	337.311	876.458	161.612	220.258	297.775	487.307
OGFR-17905	71.4659	321.469	202.269	294.561	86.4112	180.538	128.224	139.43	327.153	151.631	161.384	466.226	143.231	90.8896	28.7237	108.906	28.1966	76.0268	219.554	166.375	120.335	232.759	446.963	772.466	326.198	96.2045	368.844	156.978	203.986	610.157	411.752	217.119	418.53	272.291	162.764	201.529	123.697	116.558	236.568	116.693	91.2859	333.476	552.872	239.979	412.058
IARS1-11375	8388.6	7294.55	8586.86	5348.31	5869.96	5259.69	5222.54	9196.49	7101.6	5063.1	11072.2	5881.9	6190.26	7153.28	7277.84	10672.4	8686.98	5406.07	9380.07	5740	11890.9	8485.03	2176.09	12406.6	569.553	3436.17	5449.43	10883.9	9998.22	4748.69	4382.14	11298.9	5467.32	4758.39	11651.8	7063.42	4364.25	4503.73	4290.63	3279.87	10190.3	3460.22	3082.79	11276.4	4084.44
LMF2-19042	128.666	131.354	232.994	130.167	285.003	188.04	140.188	359.45	43.3764	58.5588	28.4872	613.667	42.8103	41.095	317.231	16.9738	84.8532	46.6909	87.5033	45.4323	30.4489	446.097	748.699	185.363	263.832	120.538	75.5174	225.933	665.196	599.235	566.45	323.502	416.635	101.502	177.275	187.448	82.835	163.335	117.128	135.125	35.5776	75.5411	119.366	103.45	246.79
MIR4296-4977	35.9956	18.8831	98.8419	24.9783	19.5271	19.9809	9.42594	77.8962	119.12	12.619	57.6741	152.528	15.3665	51.0224	45.6881	80.1432	6.13355	39.1802	154.693	101.261	4.32089	65.7373	154.209	9.95001	617.263	197.674	234.698	15.6038	17.1937	584.269	85.5676	52.4201	246.517	160.671	85.0481	321.793	253.125	45.5125	256.259	208.198	83.9037	171.187	130.894	184.949	276.721
ADORA1-12110	116.039	161.539	140.602	163.789	17.3561	144.649	92.0922	200.449	139.421	15.469	17.3966	109.205	55.8016	97.6704	129.029	71.5664	64.4368	203.217	121.597	469.052	142.878	212.535	73.4795	271.638	404.778	140.726	68.3715	178.794	298.076	156.3	93.9558	164.354	456.233	409.932	116.212	396.765	165.979	336.589	250.001	325.857	352.879	564.661	671.724	128.243	307.428
P4HA3-4537	35.5134	28.9541	106.114	15.9408	15.0062	18.4019	60.5328	9.23933	142.401	16.7712	13.686	69.0593	68.2877	9.73823	149.874	5.3727	3.95878	38.0987	24.8836	30.0088	54.4013	146.937	194.126	216.174	103.211	27.7795	321.532	9.51517	18.4909	56.8771	105.725	124.454	248.089	73.2072	18.194	308.766	249.287	162.242	43.0474	215.395	16.5103	119.62	47.0442	177.612	210.75
KCTD5-23995	157.728	177.659	191.837	69.1306	118.384	175.796	116.094	229.004	80.8551	85.0675	50.6014	108.833	293.367	178.317	223.044	72.4878	70.7492	327.935	409.823	427.768	211.482	403.718	556.573	58.8588	842.337	233.265	345.857	184.091	399.499	307.356	378.488	82.7137	743.257	171.772	120.891	607.691	364.669	411.576	641.267	753.79	279.766	645.99	418.854	422.71	680.337
CNTN1-17642	174.207	95.6523	75.7518	219.108	107.676	325.196	116.224	146.397	95.8932	99.7484	81.3146	139.407	136.118	20.4029	183.581	17.353	78.6826	17.7097	55.7517	43.2518	296.657	94.5018	533.071	288.227	860.346	361.903	340.107	216.447	250.341	530.214	210.21	187.706	15.7402	70.5263	14.2386	35.3817	237.853	127.52	250.821	47.8432	9.61407	65.779	125.934	180.378	104.661
ZNF717-34869	353.436	407.174	483.163	648.449	295.886	428.564	381.202	396.584	286.974	432.165	336.272	585.974	246.569	574.444	497.412	481.092	656.16	611.178	763.119	109.401	340.612	284.211	112.234	418.196	526.398	457.783	393.4	331.801	250.951	304.124	359.07	567.862	608.59	686.985	406.168	213.679	55.2569	517.411	411.908	309.044	809.496	687.532	70.4261	344.551	303.62
COX5B-20074	816.891	1022.34	420.182	672.461	939.876	801.524	972.72	784.144	778.275	689.827	550.022	575.079	380.747	1004.94	842.991	420.076	475.735	826.852	1166.38	392.716	946.731	1299.36	408.696	2291.02	646.23	1031.56	904.856	1516.94	3562.01	1133.04	3661.64	2835.36	2758.65	1392.09	1533.4	1366.57	1163.8	2083.53	1673.36	3348.58	816.501	1548.54	2576.93	2763.27	1477.45
HLA-E-7543	1833.1	1394.13	1848.54	2039.13	2511.74	2014.84	2897.23	2601.34	6127.94	8092.78	4101.16	4681.04	10974.7	7341.69	8650.17	3336.09	2425.6	6503.55	8699.45	4861.51	8693.16	9091.52	1716.1	8960.24	1105.1	2354.21	8122.85	3946.96	10409	8840.45	9757.66	10119.8	11992	2572.3	6239.61	2922.22	4336.82	4047.66	2722.41	7295.98	5954.7	7137.28	2284.55	2340.28	6674.12
ARPC5L-26396	956.029	496.042	1326.97	715.336	1229.61	925.389	1338.66	1147.29	756.73	1660.36	953.006	1808.65	1130.78	939.224	1605.4	772.766	923.099	685.333	1067.13	636.447	1482.2	2437.01	377.298	4487.83	408.576	960.526	1861.25	2861.97	2720.07	3248.12	4541.79	5481.95	5055.22	1869.8	3537.45	2164.96	1420.43	1077.27	1303.9	1444.56	1994.96	881.365	351.446	2744.75	1125.86
NUDT4-32771	7.57496	144.651	53.8408	50.3901	149.957	87.6672	19.9081	76.439	26.1721	27.0237	26.0276	7.69611	29.8107	174.413	22.947	9.02793	26.3875	142.751	251.559	382.666	75.1154	147.393	127.113	85.9888	219.246	188.375	165.525	7.36901	51.8044	30.384	12.135	100.935	47.3805	45.4056	67.1549	511.222	319.069	464.386	483.215	604.539	93.5696	414.02	595.712	525.546	391.907
RFC2-3	184.566	79.4375	113.491	148.339	258.928	122.337	22.2736	23.316	318.88	324.774	155.957	225.886	126.151	199.035	95.4393	100.574	149.272	299.359	279.881	234.04	211.819	104.418	338.879	46.4316	657.055	156.006	23.2436	154.543	151.369	123.554	390.51	108.685	94.902	163.2	274.959	76.2609	103.614	219.411	316.532	294.889	411.915	243.712	198.586	43.0744	250.801
IL33-16333	253.378	145.432	48.0703	214.01	62.8315	84.0779	160.649	21.0696	60.3491	180.567	156.463	213.646	157.374	92.7701	175.664	96.0996	132.787	46.1093	84.7728	76.086	210.222	229.086	275.088	59.6409	22.7564	423.705	194.105	13.8956	78.6306	12.8312	112.456	301.133	55.1868	172.611	123.437	17.4058	151.196	9.51165	171.689	181.321	64.2383	161.943	21.4378	652.585	24.7608
MPEG1-31964	357.007	239.046	122.445	182.96	264.689	38.2059	116.063	96.9539	253.887	232.516	350.641	296.669	1006.05	91.8948	714.492	220.488	198.76	292.209	286.386	66.7559	1461.68	800.2	319.716	728.226	788.417	383.892	899.235	469.878	278.542	575.571	72.556	471.549	371.481	165.257	368.06	68.8666	335.029	68.5197	132.999	111.866	135.917	269.174	167.349	238.686	376.074
ELFN1-34511	253.956	155.301	13.6359	453.747	140.198	454.734	175.94	29.7868	563.796	287.092	333.805	42.8366	111.911	264.9	392.575	400.962	280.046	281.375	522.178	823.767	309.526	660.484	1637.07	520.533	381.254	390.269	638.75	166.031	356.239	664.132	308.687	347.001	515.94	248.133	278.728	186.715	374.746	164.852	332.192	271.617	79.3004	252.529	265.549	124.719	280.57
WT1-22680	85.9803	150.863	62.7622	208.608	80.9741	9.4712	172.87	135.995	388.692	370.348	244.65	183.744	110.98	167.625	189.481	229.225	256.586	197.192	317.481	230.507	14.4714	182.629	39.621	23.7912	546.524	56.5479	202.436	65.6693	260.986	187.911	360.156	305.012	291.75	20.784	72.5519	392.483	32.7012	134.554	49.3428	362.084	112.455	178.893	72.9035	197.605	323.805
LOC101929305-39952	64.2265	33.9034	25.4231	12.1711	31.7796	114.721	14.5453	22.8793	39.2543	89.3353	10.7846	39.6153	14.5519	13.0211	19.1792	23.0784	31.6891	27.0779	36.5757	57.14	14.4765	28.7846	404.44	344.917	106.619	157.699	165.273	219.899	71.1466	279.857	297.348	84.6982	330.178	251.113	11.8908	56.9849	61.4158	40.5516	63.4506	52.4192	15.188	64.0099	64.5978	250.081	104.138
NAT9-11014	690.937	835.551	668.903	1118.32	521.209	812.063	674.576	806.743	964.025	703.882	458.033	502.045	351.581	443.097	351.824	331.227	331.916	528.176	965.392	1016.59	831.196	849.073	818.941	876.716	358.823	1034.48	975.814	616.272	1047.2	1013.51	686.185	644.824	1319.83	723.356	563.553	636.023	1902	1025.7	1646.33	1188.34	591.963	782.791	1828.39	657.853	1907.62
SRGAP1-1551	92.9876	162.159	430.517	311.33	513.29	242.077	369.804	485.54	468.658	62.7787	531.229	504.883	859.567	164.845	293.804	429.206	385.115	155.155	251.251	201.513	90.052	263.325	318.235	462.999	666.363	416.819	183.619	203.101	1296	497.335	1087.33	263.354	555.799	366.905	28.662	299.95	520.115	311.593	84.7207	268.122	99.7432	307.326	547.086	341.784	482.237
MRPL41-30567	219.464	201.563	161.984	57.3689	350.602	391.215	170.394	414.154	553.816	128.829	59.6368	37.3228	188.751	235.918	295.797	10.1939	51.8041	241.991	496.026	369.43	276.091	532.607	30.1532	595.1	515.462	221.747	120.89	171.983	705.207	288.992	358.546	269.543	519.574	261.279	336.359	687.609	376.685	508.057	1067.08	604.214	285.295	658.783	1059.28	631.951	1455.21
WDR97-37461	9.77375	23.0482	8.32878	38.6507	8.25318	17.6498	14.8014	18.4914	8.30493	9.91365	19.3122	11.196	4.07752	75.6399	24.9211	3.82239	4.27423	53.9665	21.6609	351.404	4.95589	8.72627	143.452	42.1976	696.714	23.9708	28.1725	86.7591	103.633	119.69	130.386	13.4455	162.509	210.169	23.7808	61.412	56.9018	40.4234	265.276	89.5335	44.483	88.9662	395.964	164.46	133.507
LOC105378698-3884	160.723	237.302	17.0438	55.6959	6.89493	21.5707	32.1353	144.736	28.8884	67.7171	15.1459	142.031	8.22817	30.7319	79.696	71.0542	104.532	4.397	18.0568	9.22092	79.3212	11.1457	49.6909	17.1626	145.955	54.5354	238.665	129.684	9.05405	41.8881	27.213	15.7991	11.8137	27.1713	152.212	19.2704	11.7332	10.0914	21.0996	10.5604	14.0564	51.6297	36.0391	22.6787	26.4317
SEC24C-8996	224.078	235.652	308.776	295.944	330.759	190.133	226.055	537.498	395.765	410.673	251.783	289.74	205.235	336.641	189.519	156.371	212.538	647.434	859.795	940.87	323.514	781.078	790.089	593.001	556.006	296.389	245.75	529.588	826.458	594.392	834.849	362.408	378.73	576.405	293.301	1447.18	919.742	1183.29	2248.23	1374.32	824.954	1195.24	1578.31	1323.75	1656.02
SNHG28-2861	80.4656	139.398	200.108	191.7	173.523	357.59	74.7669	204.617	130.356	33.1616	122.687	392.296	39.9585	24.3654	311.198	91.1968	95.0247	79.7801	24.393	83.7558	153.528	291.173	593.27	161.637	485.465	256.46	146.984	85.7738	137.639	544.969	131.247	174.234	321.944	180.17	170.385	97.5029	69.9853	129.702	278.541	104.867	16.4704	40.0103	69.5258	46.2262	122.964
LINC01361-22015	59.1525	78.0084	93.8596	115.622	8.19859	213.586	42.7985	58.0089	20.3347	80.73	49.7541	197.36	92.2919	81.4126	95.7527	56.486	7.47536	89.9319	70.0682	28.0214	71.1686	59.5014	620.596	12.3414	403.144	238.273	178.349	57.5206	8.32722	39.6087	200.485	71.1257	131.761	215.182	99.0843	222.31	246.845	159.552	203.877	28.2272	88.0711	155.706	470.05	111.062	119.747
BCORL1-38176	138.218	230.011	166.604	95.3239	48.9421	156.39	69.935	8.58981	25.5942	131.283	66.2931	116.794	86.9723	105.191	15.3287	67.0326	59.7893	49.735	135.516	65.7027	10.1063	29.4372	373.185	228.235	824.328	58.8393	239.76	17.0279	8.57587	207.207	30.5861	55.5862	466.195	21.0396	100.629	670.246	366.271	77.4171	376.854	396.114	99.7095	23.1483	117.34	238.166	142.111
CEP295-6019	157.099	182.787	206.792	223.71	473.92	160.185	125.953	263.552	271.082	146.33	270.019	253.285	181.982	41.8848	268.02	148.183	107.514	167.325	230.582	187.241	159.416	151.24	521.404	338.827	516.53	355.358	406.239	275.801	335.033	240.439	398.713	210.129	365.355	199.214	144.814	248.525	246.248	218.161	43.4794	93.8905	385.12	22.0878	193.941	78.2482	54.6441
ZKSCAN8-31241	880.041	983.358	1318.93	1187.76	1016.84	776.467	1375.4	1068.7	1366.85	1391.35	1231.54	934.73	833.388	1179.36	906.402	1249.77	1062.4	1259.1	1284.5	632.057	1274.03	1007.32	226.7	608.165	890.292	719.805	725.136	1251.95	583.35	157.787	534.643	376.681	537.598	526.265	393.268	453.762	414.312	716.783	597.063	468.678	1722.53	647.019	410.504	1351.28	283.356
TCEAL2-17705	25074.3	41357.9	24515.9	35922.1	21780.2	37593	26817.5	25681	57630.4	27164.8	25690.1	1755.99	13074.2	25408.6	16196.9	24177.5	23570.9	24360.1	24097.2	18705.8	14104.5	5349.91	3543.26	2367.17	1122.14	26992.6	1527.95	2561.01	6216.61	1354.82	3966.67	250.986	1791.59	370.01	274.49	213.561	1189.59	4797.48	3240.43	1033.37	34.9764	2673.84	252.937	784.492	1173.93
KMT2D-32621	6574.14	5814.07	4482.52	5983.34	4614.79	6393.11	6567.2	4937.91	4528.17	4145.07	3051.46	4463.78	2270.69	1969.26	4233.62	3027.05	2267.15	1715.18	3033	2371.4	3832.93	7131.28	9900.11	6223.84	1170.81	5130.87	5361.21	3730.25	4758.3	4289.21	2334.12	5561.59	4696.46	6757.87	4083.29	2067.87	4793.64	5012.2	3097.52	5008.35	6945.02	6036.04	2716.55	3249.73	2661.76
CALM2-7261	467.277	131.533	370.611	468.601	702.601	209.737	324.571	578.202	360.21	264.857	288.305	384.81	108.141	332.736	602.353	111.919	272.37	544.253	262.21	213.082	536.613	716.812	1205.94	325.82	515.414	266.324	38.8311	718.944	328.195	962.157	669.674	258.798	1139.52	699.404	166.726	612.931	1826.85	818.291	850.45	736.653	396.457	610.28	343.027	476.213	1425.35
IL13RA1-17358	72.9515	115.995	22.9216	171.107	8.76475	64.7479	57.7365	46.513	143.464	64.4132	96.7238	52.1491	200.883	55.9925	141.403	85.2948	79.5286	71.6476	133.584	71.1857	62.5239	86.5932	182.161	137.906	363.485	101.913	231.524	92.0177	78.5541	136.134	281.413	4.638	326.095	9.18805	129.36	27.379	83.9941	97.6541	190.521	102.451	192.041	193.342	153.048	153.711	28.4751
TTC30B-1638	895.5	1253.55	338.243	377.548	632.511	993.87	922.49	470.59	1778.77	1015.67	1291.26	1702.03	1009.05	1046.03	1410.6	1331.92	1902.36	1170.67	787.692	443.977	553.906	205.894	342.06	1698.29	1391.18	1008.89	462.872	1352.49	599.357	1618.03	413.647	5704.45	1124.68	1054.25	977.759	776.206	1265.59	721.373	675.739	1666.21	2302.36	782.511	480.738	663.767	842.925
FADD-9170	791.24	962.564	553.765	1078.14	674.389	265.283	792.261	771.186	1238.19	994.392	886.016	653.855	918.993	1158.1	727.84	445.805	524.714	904.906	1413.96	1399.92	857.696	1107.7	819.743	1317.54	119.387	871.152	1562.3	397.55	838.237	1474.71	815.601	1139.96	1419.05	1281.13	1806.42	1926.14	1300.8	1316.46	1267.16	1593.75	1562.56	1307.48	1068.83	1363.96	2188.95
CLCN4-23129	115.655	239.233	85.9819	234.266	210.391	171.963	74.1781	160.736	156.684	198.539	57.3695	320.353	53.922	57.1472	215.845	62.5631	64.3093	97.1957	67.6624	255.122	127.762	16.5767	69.3229	323.423	329.211	240.824	91.8844	279.565	149.993	393.445	208.582	261.036	13.6125	317.75	17.6882	266.648	397.247	759.288	470.195	297.325	143.932	360.657	340.982	23.5497	180.65
ADO-18861	6026.9	5841.49	3585.4	2958.22	2540	4687.29	3266.33	2561.65	7189	4698.72	5271.13	1950.35	2549.96	5494.53	3489.99	4751.05	6267.82	6336.79	4031.25	2643.43	2562.04	1835.4	1297.41	1628.07	111.692	3502.46	2021.93	1596.3	1162.26	1715.6	1348.21	3847.07	1192.5	3315.38	4342.47	943.802	1318.73	1129.69	839.395	1657.19	3242.14	2103.03	490.147	2239.5	828.996
PSMB1-20598	142.235	36.4337	18.8769	12.1008	30.6525	20.4484	153.361	24.2854	44.4658	20.105	46.5987	145.504	18.2792	9.6412	60.8842	5.89765	8.25878	17.3329	16.6982	34.8236	16.6907	156.515	104.953	336.613	167.384	57.8478	128.859	200.387	312.889	59.6028	47.1233	97.1378	17.952	26.13	44.9837	56.9205	29.6194	39.8459	21.1647	38.8467	33.7191	17.3539	35.836	33.468	65.0057
EHD4-2852	23.4229	27.9768	31.4947	193.884	118.263	12.5934	52.69	11.2925	102.531	86.7199	10.0323	8.449	57.7174	354.869	140.403	2.871	5.30528	418.662	631.714	1125.02	4.77097	267.098	158.511	118.137	629.776	9.33277	295.187	81.5838	60.7071	14.0205	89.3521	3.79315	120.067	61.8198	8.16987	1190.1	640.263	590.504	927.712	874.779	338.605	493.994	1192.22	857.711	886.168
VGLL3-32503	4433.81	2139.58	2137.53	3443.93	2315.66	5651.59	2100.98	2377.18	620.786	1159.84	3209.21	265.326	3233.43	2526.1	1026.88	3699.89	3146.15	2230.55	1759.65	2101	1965	2664.22	489.712	1272.16	348.45	5358.74	965.8	545.242	264.607	332.362	104.455	411.437	57.6086	477.252	256.285	18.7642	479.55	555.814	591.2	103.564	247.017	681.818	31.9365	190.352	635.529
ENTPD5-31720	567.044	468.341	527.892	672.394	289.014	417.355	457.267	690.473	782.036	401.853	315.141	331.79	418.349	526.51	406.091	616.68	664.148	397.157	573.716	399.103	589.814	519.902	258.76	302.316	400.709	423.115	451.166	367.315	453.772	899.66	372.039	538.336	557.643	815.423	981.753	469.52	169.091	932.463	283.424	498.895	532.772	464.081	382.689	884.661	387.183
USP9Y-13246	5.09066	12.8605	4.54379	10.6327	5.66361	4.62474	29.9288	35.2596	5.07221	5.60192	6.24672	3.94988	2.25381	7.34359	4.79748	13.3552	7.59352	9.03955	11.5541	35.387	9.87491	4.07829	29.4508	111.664	270.42	117.164	77.6491	2.67077	10.9025	156.418	53.2482	5.7754	31.5653	20.934	8.83286	40.5009	9.11779	22.2231	20.9105	31.7443	8.81603	16.6148	27.2993	25.5816	66.9889
SYNE1-43692	29.4989	92.5133	316.026	13.099	194.774	181.836	158.782	40.0972	220.984	11.4745	121.723	284.49	6.3854	183.379	48.295	122.211	169.014	299.087	379.748	88.3797	110.624	322.104	259.518	524.131	328.882	158.768	106.148	27.2933	39.3221	151.335	27.7422	152.507	9.49591	46.6378	12.0103	129.906	80.171	182.727	284.906	199.118	48.9909	398.514	117.158	68.6831	79.6288
DCAF8-8885	166.371	472.214	399.004	572.33	542.117	602.234	264.599	247.485	300.827	513.876	214.292	350.799	210.674	534.974	360.961	201.564	351.893	395.383	887.197	1300.9	467.105	435.611	707.823	1035.98	1631.84	241.837	580.407	567.331	620.282	466.184	461.253	360.281	864.315	927.439	231.427	1321.92	1133.95	1811.06	1314.23	2099.61	620.708	967.806	1657.02	724.682	1743.19
NKAPD1-4283	87.0248	221.657	77.0018	193.258	56.9887	235.996	46.1959	81.3228	14.4166	156.074	126.658	134.928	59.6418	188.131	308.714	98.4923	132.017	201.526	140.848	3.0518	115.295	82.6578	69.3173	42.0385	293.655	102.781	301.368	64.7888	4.91125	119.139	131.265	68.7762	5.48507	31.0166	436.82	106.83	63.2802	92.7619	97.1432	90.4033	113.705	90.8224	22.7106	14.3982	8.73691
