GSM947269	GSM947270	GSM947271	GSM947272	GSM947273	GSM947274	GSM947275	GSM947276	GSM947277	GSM947278	GSM947279	GSM947280	GSM947281	GSM947282	GSM947283	GSM947284	GSM947285	GSM947286	GSM947287	GSM947288	GSM947289	GSM947290	GSM947291	GSM947292	GSM947293	GSM947294	GSM947295	GSM947296	GSM947297	GSM947298	GSM947299	GSM947300	GSM947301	GSM947302	GSM947303	GSM947304	GSM947305	GSM947306	GSM947307	GSM947308	GSM947309	GSM947310	GSM947311	GSM947312	GSM947313
ZDHHC1-39966	33.7487	156.771	26.1642	33.3126	161.638	41.5089	47.4977	39.2707	56.2359	48.4966	110.679	24.799	67.7392	278.083	159.155	30.4089	29.8702	353.471	386.307	231.966	14.4793	102.18	64.7781	217.199	375.845	51.0823	107.55	26.8313	270.472	60.0309	84.4556	152.541	68.7279	204.448	29.3465	639.601	808.668	398.324	925.734	701.329	363.995	483.97	510.835	195.98	479.846
UEVLD-26247	461.581	435.316	206.959	843.43	258.395	636.058	329.449	324.245	492.064	251.871	238.689	611.574	295.412	412.262	303.161	312.99	542.219	436.701	244.892	155.03	599.912	259.939	596.162	49.6944	189.204	699.452	523.974	374.941	110.032	395.574	210.318	782.963	547.658	123.39	722.01	183.663	252.281	238.795	426.403	460.364	591.154	229.304	92.7895	436.616	213.777
BLOC1S6-30039	16065.6	12991.1	6397.99	8717.9	6528.19	14673.1	8994.68	5149.46	8388.6	8239.35	13114	2751.68	9582.95	10654.9	5930.7	9772.3	12918.5	9579.3	7752.99	7588.18	11610.1	8421.25	5405.69	4331.58	2800.41	20927.3	8611.99	4841.35	2240.36	3962.9	3167.18	6658.95	2306	7636.11	9023.46	3000.48	4264.99	4644.17	3515.06	8181.83	3429.87	7145.48	1912.82	4532.17	2171.02
ITGA9-12634	285.904	80.6632	90.2417	94.4049	190.439	244.711	162.472	29.097	183.199	76.7621	31.0889	32.3983	73.8058	282.404	20.0474	114.5	27.2441	114.788	393.967	401.464	183.376	495.911	525.191	141.27	276.041	349.828	51.7053	172.982	27.5488	517.832	236.435	298.543	414.953	14.086	14.5482	204.231	339.583	372.133	703.681	586.593	307.91	765.323	1071.01	48.336	483.487
CCNL2-36743	168.546	69.4654	186.609	308.072	314.119	260.821	59.6732	224.009	196.475	174.144	124.934	240.738	27.0676	80.2215	286.707	42.9506	72.8509	174.559	268.272	193.013	42.4574	99.5936	613.13	115.45	62.5416	261.874	398.213	113.794	41.5741	95.9974	74.316	83.6321	414.331	160.116	34.1881	406.001	337.785	317.228	266.936	206.48	188.211	104.217	394.138	357.64	667.135
LYSMD3-31459	11532.8	11564.6	7299.27	6630.51	4935.88	7178.72	7005.55	6319.9	3177.93	3990.92	8804.76	2176.06	7971.89	4790.76	3086.08	4332.37	10593.6	4915.22	3904.94	3073.04	1821.26	2275.1	870.692	612.109	1216.8	7502.37	1795.3	1516.55	1232.07	1879.87	1584.57	1392.2	1638.37	2440.99	4151.33	703.715	240.921	1209.98	907.404	297.549	674.132	2311.91	95.7056	2126.75	281.563
TNPO2-31561	144.257	269.016	412.675	477.82	353.493	631.552	308.613	369.585	556.695	181.321	313.338	147.864	363.905	306.052	421.102	186.245	229.44	210.204	239.477	331.396	104.618	286.253	962.429	152.087	415.266	512.242	472.031	198.314	760.729	437.727	92.9692	386.445	362.687	384.353	226.217	697.359	802.505	558.416	449.444	112.58	181.727	328.246	698.816	300.088	655.549
LINC00642-3312	125.243	220.39	106.719	164.491	162.252	218.566	145.848	95.2024	121.204	40.0577	117.478	204.01	74.4451	270.841	134.991	68.4865	52.1715	74.5267	307.928	333.59	179.798	99.126	108.402	191.336	203.898	36.2552	391.469	182.103	7.66598	249.207	404.828	482.73	280.086	86.2798	155.937	591.386	454.576	506.106	960.746	983.075	210.639	372.895	945.976	557.199	1068.35
ESCO1-38574	94.9483	42.3043	892.22	82.3256	830.142	123.673	487.678	673.27	383.887	175.516	264.916	213.748	307.838	259.216	216.577	141.289	168.436	112.333	316.12	200.716	81.0745	275.464	339.873	218.214	133.209	36.355	13.524	383.007	543.261	526.83	693.912	181.534	351.79	123.528	141.995	499.376	555.102	184.331	348.002	602.734	96.9816	77.0068	576.265	308.94	412.817
NAV3-5049	158.876	89.7624	66.5737	40.2446	109.683	56.6146	12.6371	79.3802	142.716	50.6136	6.82105	9.55203	6.36616	32.11	230.436	49.7404	44.7698	18.9908	26.1002	188.022	50.7439	59.1183	180.747	173.531	159.375	17.4437	293.019	110.86	71.9731	47.8465	77.4482	7.15751	27.3246	99.0262	60.7831	498.197	41.1913	53.9547	147.924	188.361	99.0765	84.4331	269.36	30.3729	439.418
SRGAP1-32583	623.665	885.281	2396.15	1529.78	2155.74	568.602	2226.96	2791.44	1248.78	1648.37	3157.35	2570.17	2100.16	531.164	1272.08	3975.19	2991.77	377.365	1003.05	348.956	999.515	1033.85	810.726	996.696	185.798	547.375	1253.52	1879.46	4960.75	767.872	8710.38	1433.5	2781.81	540.619	454.648	377.224	490.305	223.444	47.4171	307.991	627.975	614.747	463.367	1128.9	131.187
AK2-18536	241.628	501.614	335.771	522.264	356.839	495.37	362.51	344.856	437.477	606.599	398.151	197.198	206.264	380.345	502.322	268.989	416.184	459.585	512.873	437.374	467.642	282.051	499.428	381.528	994.775	260.711	716.627	485.867	361.609	427.109	672.037	701.133	800.601	520.85	1017.76	385.157	271.467	61.3483	928.128	40.1282	340.039	604.389	117.062	767.15	519.383
CD247-16541	14.1066	32.4112	53.2867	183.202	11.6685	116.923	253.792	75.118	46.3828	68.4489	168.084	38.997	334.938	463.141	129.807	16.3652	88.7255	20.1717	89.7959	190.165	209.973	308.32	323.415	518.273	633.028	184.692	546.935	204.917	273.555	62.2486	65.357	156.144	288.343	386.22	292.917	61.2442	714.458	57.0985	51.9128	88.2653	173.957	300.259	80.7021	56.978	53.1227
SLC47A2-35764	4.88302	52.5787	6.57129	91.3694	22.3611	49.3121	19.4525	24.4094	23.3849	107.005	21.2415	341.668	16.6828	11.4128	69.2196	22.274	12.267	26.8456	15.7752	52.3393	31.8792	123.649	37.8354	21.1713	91.7762	34.8776	194.575	38.2805	12.6356	17.0588	210.51	11.3795	332.073	198.365	6.8698	41.2383	65.3931	26.4295	46.6612	37.7286	14.43	39.0306	61.183	24.5084	66.3037
HPGD-10545	20.0369	34.6398	7.80902	14.3317	2.40964	22.0761	51.8964	11.8479	323.247	768.505	550.665	54.4293	664.229	681.894	43.4948	608.353	715.017	751.095	189.905	225.741	10.4425	8.97394	18.8573	42.0512	211.571	34.2646	9.79219	36.4953	419.652	20.6591	6.58205	25.532	14.5574	36.7418	62.2488	120.1	39.3154	31.5665	306.136	12.3202	117.808	28.897	15.4619	137.996	33.1772
HPF1-2626	20.7186	25.6604	76.1783	17.5301	103.321	164.338	12.2715	97.5896	85.3626	4.10435	63.4887	37.4576	56.7642	207.5	7.58358	29.9577	57.534	10.937	275.733	263.123	27.3332	195.095	149.09	113.024	192.916	30.5198	124.249	57.5192	17.6184	170.096	14.4292	4.45379	17.4905	22.261	68.885	142.341	344.199	240.342	201.52	138.869	241.667	40.0618	278.5	187.231	142.222
SELENOP-34545	309.482	432.409	343.883	252.838	318.083	425.966	528.441	482.3	460.053	414.399	562.84	182.629	208.318	551.183	500.693	581.113	646.465	424.137	332.014	375.244	301.597	198.6	48.5475	118.556	87.2268	425.378	89.2944	221.497	201.274	29.0691	357.246	187.627	92.5205	11.1125	207.37	21.7879	50.4801	134.797	439.515	349.932	156.033	185.316	41.0001	91.1356	193.882
KCNK4-29701	10.3786	84.0012	8.29317	12.2891	14.8853	9.55199	17.3572	7.81596	38.6143	16.4302	9.91853	25.0529	6.31807	45.0559	31.2236	4.79597	10.7736	27.5773	114.887	93.2042	4.90937	8.02354	66.9291	20.0427	258.102	253.03	268.621	42.1452	31.655	20.8996	7.90393	10.601	51.6662	37.0845	20.9763	115.442	65.4051	60.7557	92.9995	60.714	38.1575	62.753	169.799	49.0924	125.105
BRINP1-2240	10.038	22.9502	16.9679	18.5036	4.19867	11.6046	11.7504	17.8095	23.1696	13.6391	101.209	6.14495	68.2974	122.789	25.0136	6.46161	36.566	123.189	204.504	219.719	4.86877	23.1747	25.0337	42.5854	479.065	6.87374	26.0367	7.657	33.3094	116.47	84.3735	10.8058	34.2833	22.0366	5.30017	338.349	362.404	178.357	371.145	280.779	190.274	265.248	396.147	287.443	188.732
SLC12A9-29254	70.0179	51.2484	90.7518	12.467	61.4776	123.399	67.5117	107.205	205.393	33.8674	102.443	43.0615	84.9675	168.665	89.3851	58.6754	75.0088	82.7724	180.863	95.7972	62.6163	200.734	268.379	275.814	829.015	219.422	247.726	91.5456	342.421	337.079	275.331	277.866	220.299	53.9205	427.848	278.015	177.025	191.724	358.858	436.679	89.484	229.569	156.744	283.343	829.156
SLC11A1-23089	108.274	90.202	50.1498	31.9102	124.904	319.501	14.7258	20.8888	368.115	81.2032	64.7184	58.5436	14.0504	281.857	169.74	4.63009	61.3518	55.2699	390.35	243.723	70.651	17.9244	30.6168	124.769	1560.26	133.32	205.482	10.0593	68.8657	131.398	56.0561	186.918	49.3852	42.6355	112.071	1408.14	504.672	296.806	651.628	135.078	297.817	330.155	1041.38	74.4923	220.294
HIPK3-31435	30593.6	38287.9	24364.9	43392.3	26501.1	37972.6	23959	23891.3	36584.5	24846	24044.1	29086.8	19406.4	23398.1	29760.8	23851.7	23454.4	28143	28975.7	25422.6	22232	21124.3	13051.6	26896.9	3110.93	42342.7	24474.1	11328.1	12768.7	19029.3	25310.7	38607.7	21806.9	37379.4	35214.4	8829.57	14192.5	7994.27	11383	12310.2	19821.5	22870.3	2282.31	21416.2	8540.01
PPP2R5C-3334	401.453	369.055	498.613	178.18	546.096	35.1269	491.032	458.995	230.65	46.2949	354.205	334.464	672.705	189.686	297.721	339.488	281.601	70.748	45.6366	491.09	182.287	251.768	626.775	254.613	751.303	268.322	370.783	184.577	336.79	312.506	191.786	215.432	314.951	82.3459	191.394	86.1971	127.752	186.637	250.023	190.898	253.394	39.9264	207.85	115.239	61.4903
LINC02028-3008	10.1472	68.711	137.907	41.3215	19.189	31.7433	20.2804	21.9354	342.334	96.4991	48.2687	174.609	11.8352	300.537	171.65	24.6597	12.6987	25.2988	251.735	364.425	20.9033	27.244	69.907	250.794	589.721	39.8154	219.383	31.8943	203.766	345.782	217.821	68.1007	20.763	167.514	160.336	470.464	255.406	503.606	56.4585	345.405	195.373	276.454	906.027	247.844	428.955
BLM-12360	490.09	373.924	63.8616	299.5	353.595	217.064	329.94	285.618	341.945	227.806	124.723	843.287	357.148	39.9008	426.905	57.3098	104.286	166.867	322.844	63.1552	376.563	595.763	818.128	1020.55	1716.09	321.176	771.338	3583.27	3937.8	977.185	2546.43	1513.74	2986.35	1156.98	2535.51	1161.05	1435.14	675.949	368.983	1833.63	710.732	566.618	553.803	505.5	1421.75
GATA2-AS1-36821	14.6895	14.0416	19.5436	29.1169	19.3003	185.907	29.8939	27.3764	24.624	12.0869	8.1979	13.9585	160.012	93.1039	12.8796	7.58018	8.15797	198.097	276.988	64.3693	51.2509	87.7109	35.3184	26.5265	978.837	10.6378	233.468	78.5806	29.9351	33.7039	14.5874	23.0357	17.9314	17.5338	16.7807	347.828	542.81	167.451	710.521	116.664	266.831	95.1486	416.61	333.472	420.496
GPRC5C-35636	103.283	91.0827	106.041	193.557	109.78	252.648	156.068	127.342	180.793	137.117	62.8947	234.334	20.4892	270.68	40.2387	59.4369	76.1385	376.775	193.017	653.416	112.05	125.653	455.502	173.514	561	153.854	15.7382	62.8696	393.954	313.785	471.362	30.1712	286.683	477.153	105.022	143.81	315.763	582.688	575.946	407.737	296.143	434.878	804.786	474.346	142.262
VASH2-1985	139.095	188.411	80.6885	190.175	206.3	37.0637	222.495	99.1158	146.548	40.0824	25.8305	165.266	17.3052	16.2905	276.981	97.0208	132.464	22.8369	36.9879	26.3485	56.5875	227.357	332.055	38.5141	91.4905	366.159	79.8287	72.5081	143.506	459.049	76.0019	30.3567	121.903	421.215	85.5151	54.5977	233.654	39.8057	52.9642	137.347	21.3984	172.728	83.8049	34.5877	45.8732
DEGS1-14042	25.677	152.782	204.252	345.223	75.1893	176.206	127.947	227.718	729.685	761.327	269.325	305.393	384.625	595.732	330.941	659.285	487.008	560.241	221.619	303.945	332.828	303.544	379.817	382.602	931.69	254.625	179.643	111.151	472.32	92.8167	495.835	194.971	274.514	200.764	146.795	806.331	279.739	246.588	181.338	684.346	978.531	301.333	337.608	238.489	322.256
C6orf58-40588	119.602	74.0802	12.5834	233.453	124.925	161.986	140.884	85.0546	147.776	38.5335	117.394	193.101	7.80671	136.289	369.639	52.0783	75.9923	111.821	143.646	370.17	99.8079	179.257	518.932	34.4962	92.3242	134.285	38.5269	152.874	102.84	170.368	96.6519	152.712	33.0743	72.8456	110.049	297.951	224.003	124.393	541.092	105.799	167.654	158.751	496.189	198.659	132.028
LINC00115-25908	423.546	768.899	442.45	355.309	580.705	546.483	430.325	184.041	146.117	164.432	233.723	55.4898	563.942	342.703	398.423	275.266	199.72	170.525	201.192	241.647	334.68	400.648	664.269	1123.89	534.928	250.067	659.039	278.251	456.123	441.436	1563.41	989.977	368.756	188.568	947.04	295.341	227.639	657.823	246.29	285.949	725.799	140.548	162.974	396.496	224.375
TFE3-6296	256.045	412.004	259.67	385.909	721.361	321.402	480.283	465.012	813.685	349.152	232.192	812.835	103.358	75.7792	331.059	99.6749	31.8907	159.758	228.922	162.139	33.1784	261.736	2021.65	918.688	685.758	521.565	625.552	1736.76	1729.68	1511.39	1623.1	1058	1846.55	700.148	307.192	754.387	792.316	269.529	449.154	1111.23	139.398	387.495	892.272	490.065	2267.05
CDKL5-13197	12.4282	28.9433	37.8174	31.6319	18.9616	22.0145	25.2625	21.0537	37.3765	17.3419	4.21667	31.2262	18.795	33.8817	9.81156	9.24663	13.3027	22.7461	55.5106	40.832	17.525	16.0455	69.3753	36.967	64.3408	5.36134	26.9462	25.7681	43.9317	15.4138	37.7995	9.5652	113.829	30.4616	17.1108	48.3417	36.9054	65.2631	43.2458	31.6465	10.5897	20.8122	97.1769	30.4484	80.588
P2RY8-34601	110.746	259.993	87.9858	191.338	127.908	136.217	132.35	127.213	107.904	122.192	117.117	360.235	235.264	148.441	186.396	76.1334	65.1226	92.2042	219.584	167.319	406.287	862.525	518.816	454.528	85.3746	360.828	401.997	197.651	567.038	562.289	214.757	203.065	330.548	69.2261	117.185	253.251	670.194	295.99	164.935	610.464	227.856	63.0621	523.776	198.332	60.2841
CMAHP-12147	364.176	605.082	581.412	506.351	309.024	319.027	382.736	411.799	23.706	256.356	2329.27	345.584	1136.03	1200.15	1135.93	3616.05	974.608	1111.92	401.259	1259.45	355.775	2356.41	807.274	587.683	307.029	582.136	739.983	224.163	41.1676	452.051	276.85	224.58	168.875	228.141	127.672	75.9515	154.511	8.05625	107.784	31.5526	168.813	153.546	196.957	177.654	101.483
SPTLC1-8914	123.891	16.1025	32.1893	9.49473	37.4533	16.5646	24.0928	8.29146	31.0141	37.1055	30.4685	184.596	28.8711	23.1053	13.4253	29.5469	30.8938	21.9515	39.5965	30.4803	5.80907	10.206	502.652	24.0665	63.6769	29.9191	16.7736	29.8426	115.636	32.7006	21.8912	35.6937	36.599	25.7899	38.0184	57.4654	55.2734	37.1283	44.1503	80.5993	31.1106	52.3832	98.171	48.7616	443.254
GPR143-13317	33.8918	10.8463	36.9747	16.4925	10.5419	30.8638	108.198	32.7328	192.996	93.8589	152.192	187.409	5.64513	49.2121	166.482	20.2922	43.0211	56.6972	87.3837	83.8026	129.827	80.5934	153.226	34.1048	406.269	75	32.2638	35.2972	47.4919	61.6918	189.346	50.6797	198.2	453.416	13.2617	84.9751	60.854	578.908	109.559	136.856	28.2668	67.4114	116.841	64.0554	157.458
HNRNPLL-30529	2434.55	1635.87	1266.11	1084.13	883.925	1661.41	906.969	1115.1	834.469	1389.08	2113.08	556.263	1764.37	2254.73	767.886	1721.2	2572.82	1565.25	748.222	721.253	1044.83	381.49	1028.2	677.213	1329.58	1453.62	839.89	1045.22	628.329	909.946	550.229	757.093	1169.54	1249.63	1538.41	717.119	673.427	820.983	757.856	641.506	1448.67	1122.99	598.131	1054.23	396.447
CDK12-30834	400.471	369.329	332.222	669.025	314.416	542.276	316.471	456.365	931.348	325.807	451.525	284.963	240.799	452.676	248.562	370.185	353.983	407.051	381.421	285.575	472.523	501.502	450.998	405.873	913.787	683.684	414.458	689.944	297.783	510.354	160.075	562.676	276.601	410.496	380.53	187.839	683.412	742.925	389.214	403.54	407.52	839.892	553.797	1055	599.597
TGFA-11646	142.753	13.272	213.93	208.899	17.1277	213.643	171.468	29.8723	106.984	91.4447	123.12	803.248	499.409	170.211	275.176	100.359	150.003	172.542	244.447	128.195	129.998	139.45	58.8491	49.6553	535.213	359.149	512.578	103.724	43.3948	711.131	232.732	623.884	241.466	747.651	359.014	527.317	977.282	1239.21	560.087	403.879	220.897	823.875	651.055	638.905	830.688
ABCB1-16505	150.187	143.576	30.1277	18.8575	138.312	84.7629	162.935	33.029	17.8544	188.987	227.388	13.7781	172.102	447.587	248.141	203.631	277.856	87.4239	272.079	42.3861	25.5579	219.183	136.369	172.163	300.532	130.928	6.69593	94.1213	41.7274	171.041	6.63414	186.089	15.556	133.277	11.7885	112.124	36.8919	57.4369	135.351	61.1088	120.989	43.252	57.0781	91.3054	300.63
DNAJB1-7302	323.562	214.585	314.141	167.508	310.504	225.08	287.024	440.227	363.503	833.9	281.804	553.411	1832.54	491.907	572.218	250.406	254.866	404.182	489.378	412.201	524.169	411.174	63.5662	107.644	259.372	633.758	161.275	970.274	710.25	498.033	466.226	316.125	264.79	99.3214	353.33	153.788	200.897	2730.9	938.805	248.942	941.837	503.716	821.073	138.202	304.839
LINC01428-5419	22.0091	194.664	160.063	90.6589	146.285	29.1173	132.304	16.6516	37.7076	129.785	98.3055	22.395	50.2586	45.8371	66.3506	20.4964	43.1939	10.8494	71.1819	69.4623	21.5049	77.2245	44.5788	147.696	422.869	117.82	230.088	94.0621	177.812	41.2235	32.9258	117.431	510.118	176.238	75.2635	37.9856	21.2417	22.5056	14.5344	190.398	11.5699	26.4273	105.463	22.3386	36.315
SUMO1-15285	584.585	613.659	1273.31	116.748	1049	721.515	1011.35	1082.7	971.605	1715.01	1660.16	1439.67	2030.74	2919.41	1173.91	3002.68	2741.53	2644.17	1248.73	856.151	1664.78	1385.85	79.6128	680.903	1217.09	810.365	965.823	3555.55	1524.18	894.218	1945.78	1009.95	770.179	665.828	1532.85	544.015	849.243	1234.39	553.904	397.422	4911.02	1592.58	242.249	1928.98	138.788
KAZN-34127	348.987	363.871	411.923	403.291	404.73	191.647	278.554	416.261	481.235	290.909	294.694	592.547	320.756	114.624	264.529	308.113	365.154	232.657	75.4632	115.385	647.501	296.909	73.4891	644.924	557.776	753.432	591.47	480.853	163.839	412.13	333.715	605.33	400.047	483.809	796.552	82.9074	85.3247	119.214	64.1746	31.8387	443.534	258.875	173.103	920.282	40.9037
SMOC1-28074	221.92	182.142	49.535	350.925	228.584	357.184	208.681	116.562	506.322	69.312	167.754	338.428	170.157	49.5333	550.826	138.105	48.457	113.445	85.6337	60.5872	13.7747	209.054	358.2	277.794	681.504	352.3	249.757	201.955	223.579	440.707	476.892	262.277	431.67	529.07	131.382	303.721	101.983	73.6782	111.549	174.289	32.8183	72.3068	82.0744	82.3278	126.611
VPS54-23944	2950.13	1736.02	1379.91	1613.34	1505.85	2193.97	1502.63	1215.13	1814.63	1592.63	1907.21	978.718	1529.62	2126.59	1667.92	2079.16	1866.88	2612.75	1680.68	1676.43	1672.04	1679.1	1768.96	3153.48	860.23	1737.99	1535.09	893.308	884.573	1064.34	1087.17	1745.05	630.646	488.069	1397.75	1120.51	737.355	2571.83	1552.54	1257.37	1478.24	1716.56	622.338	1570.13	1183.01
CHSY3-42623	176.421	110.462	153.985	231.757	27.6835	147.94	46.4612	196.319	193.642	211.117	137.98	39.9514	195.075	79.6052	124.918	181.626	212.401	105.531	115.853	80.3684	478.191	1062.67	26.6918	464.494	366.412	352.473	34.742	443.061	398.975	331.765	167.069	400.876	61.4804	413.712	245.811	57.0464	320.138	31.2739	54.2838	34.8794	282.681	67.2532	36.1405	200.216	63.4069
CAMK1-3672	160.226	275.346	234.306	109.092	42.2014	214.416	144.561	134.342	149.362	18.6196	109.365	296.612	48.369	51.7518	22.1165	16.0001	16.8106	57.8893	40.5412	38.9084	47.6454	400.113	663.548	128.177	89.3051	311.125	85.6148	155.332	59.5267	545.583	64.0334	287.452	93.0939	219.237	296.55	54.827	66.5527	44.5156	83.3108	65.3945	34.3188	48.4245	35.5788	62.2982	84.1573
YTHDC1-33587	283.077	357.741	572.106	272.324	513.171	487.19	601.753	459.35	239.392	169.479	288.502	224.745	175.098	364.077	225.432	139.202	180.029	427.393	626.644	762.631	132.123	323.5	209.375	19.7209	955.994	280.361	92.8014	406.649	598.455	19.7887	508.799	126.209	373.19	210.891	217.129	1085.2	1134.83	737.967	728.78	973.965	320.052	822.787	1355.55	976.404	1642.49
RUNDC1-31436	883.116	1154.21	390.706	750.393	399.333	845.463	747.844	304.019	1573.76	1463	755.999	1811.61	787.499	880.007	1107.02	1050.13	962.645	729.972	733.37	401.897	1226.65	1399.34	679.07	908.218	438.907	625.137	787.971	478.964	537.267	1540.34	864.753	708.754	728.176	1475.97	935.276	412.712	432.848	431.877	191.094	631.625	846.471	466.894	292.604	435.554	688.031
USP53-34956	2304.13	2378.59	1429.69	2797.59	1618.6	2604.13	1332.61	1325.88	6703.16	6537.67	15275.7	5031.12	6615.1	9864.36	4973.21	13590.7	17111.7	13440.4	6817.58	5951.77	931.186	1568.71	1115.07	1938.08	1284.82	4011.57	4770.85	981.211	1207.3	5544.65	771.954	2427.41	1633.87	8943.04	9829.73	2627.71	471.481	370.889	1503.3	819.325	1747.91	4598.78	3166.39	2206.47	553.667
C5orf24-599	546.26	997.754	1278.6	715.736	1803.76	511.133	1566.4	1082.19	1062.37	420.966	491.344	822.138	357.068	516.122	517.809	278.74	291.234	270.799	773.605	750.214	374.417	954.287	344.065	618.651	367.695	793.109	909.982	1745.1	4070.08	1113.9	3754.45	1195.44	6817.78	1217.38	622.814	946.579	885.594	357.262	646.724	923.884	338.788	399.908	635.581	614.126	1137.27
LOC100128993-4490	16.9373	104.461	4.41396	23.32	25.4982	29.8823	5.23014	4.29364	221.672	8.42059	2.89305	33.5616	3.51789	30.1007	18.6576	8.85718	8.40666	9.03689	16.3259	24.7701	10.107	85.5984	274.864	121.575	387.664	49.365	46.0917	6.78761	164.488	133.013	14.8561	20.0883	9.1058	42.8095	11.1272	34.4912	30.7291	20.4473	64.8117	105.66	11.8245	21.8507	37.1272	56.7481	21.9942
ZNF771-25295	18.3778	109.779	183.849	344.17	395.224	329.575	197.329	93.5555	835.267	95.3292	202.569	122.964	59.5561	36.7057	114.298	106.102	12.4448	23.5751	43.2075	79.7298	197.906	222.649	439.138	114.539	740.847	282.639	315.687	264.04	379.542	556.528	345.565	104.775	267.316	539.398	39.5656	104.841	46.0137	87.1578	48.2618	71.7712	32.7445	33.8931	38.9489	70.0112	125.174
CEP57L1-4420	111.626	191.397	111.654	21.7403	76.2708	56.2061	101.896	5.08216	50.6739	73.5162	38.4837	108.011	132.669	43.7707	139.077	15.0623	10.5161	76.7827	301.286	369.572	29.0714	12.8475	193.403	289.401	338.581	60.4069	54.7254	68.1892	183.336	193.223	16.5176	49.9095	209.398	368.396	121.612	302.471	470.35	202.142	188.158	226.912	143.352	351.035	638.682	366.57	278.604
TFDP2-31295	999.33	1551.42	779.957	1163.83	839.59	1729.41	994.046	840.947	1122.45	1385.34	774.999	625.55	683.874	857.228	712.914	1035.8	921.784	1207.09	947.366	1367.86	878.245	688.786	999.919	910.278	305.338	1683.06	569.023	510.5	376.621	295.566	1373.55	757.159	746.354	813.801	761.412	560.474	1308.16	514.338	1128.31	917.854	1960.59	662.782	920.055	901.337	602.741
HSD17B12-4085	163.322	107.362	23.7183	10.8855	117.876	25.4888	86.1576	12.017	21.1723	72.4894	159.919	172.71	15.2684	74.5929	59.9475	52.7964	125.095	157.714	109.879	78.2147	15.441	117.533	309.222	286.336	484.155	162.189	377.22	53.3619	271.288	83.4151	5.15937	85.0748	35.7469	128.748	14.4101	94.8859	85.6514	525.764	60.4525	348.344	109.826	56.643	278.428	53.8948	214.57
